last4ccnum,location,price,timestamp
4948,Brew've Been Served,3.14,01/15/2014 07:58
8411,Brew've Been Served,5.75,01/15/2014 07:58
3484,Brew've Been Served,14.06,01/15/2014 07:58
3492,Hallowed Grounds,14.33,01/15/2014 07:59
5368,Brew've Been Served,8.42,01/15/2014 08:00
1310,Hallowed Grounds,15.27,01/15/2014 08:00
4434,Brew've Been Served,49.7,01/15/2014 08:01
3853,Brew've Been Served,15.58,01/15/2014 08:02
2418,Coffee Cameleon,56.31,01/15/2014 08:05
5407,Brew've Been Served,12.39,01/15/2014 08:05
8202,Brew've Been Served,3.47,01/15/2014 08:06
2681,Hallowed Grounds,14.39,01/15/2014 08:13
6901,Brew've Been Served,18.58,01/15/2014 08:14
7792,Carlyle Chemical Inc.,3608.08,01/15/2014 09:34
9152,Nationwide Refinery,1903.77,01/15/2014 10:00
9735,Nationwide Refinery,1391.24,01/15/2014 10:14
9152,Stewart and Sons Fabrication,4545.38,01/15/2014 11:18
9735,Stewart and Sons Fabrication,4740.68,01/15/2014 11:44
7792,Nationwide Refinery,3004.98,01/15/2014 11:55
9635,Bean There Done That,5.34,01/15/2014 12:00
6899,Jack's Magical Beans,11.15,01/15/2014 12:00
2540,Brewed Awakenings,91.62,01/15/2014 12:00
1877,Bean There Done That,93.13,01/15/2014 12:00
8332,Brewed Awakenings,3.62,01/15/2014 12:00
1321,Bean There Done That,18.96,01/15/2014 12:00
6895,Bean There Done That,15.24,01/15/2014 12:00
9241,Jack's Magical Beans,5.3,01/15/2014 12:00
8156,Jack's Magical Beans,84.06,01/15/2014 12:00
2463,Jack's Magical Beans,19.54,01/15/2014 12:00
8642,Abila Airport,3152.41,01/15/2014 12:25
8156,Kalami Kafenion,22.39,01/15/2014 13:08
7253,Ouzeri Elian,8.93,01/15/2014 13:10
8332,Hippokampos,36.7,01/15/2014 13:12
9683,Hippokampos,118.89,01/15/2014 13:12
7792,Katerina's Cafe,24.15,01/15/2014 13:13
2418,Katerina's Cafe,88.56,01/15/2014 13:17
1415,Guy's Gyros,14.37,01/15/2014 13:22
7889,Abila Zacharo,31,01/15/2014 13:22
3484,Ouzeri Elian,12.9,01/15/2014 13:22
6899,Hippokampos,13,01/15/2014 13:24
7688,Abila Zacharo,23.51,01/15/2014 13:26
1286,Katerina's Cafe,55.6,01/15/2014 13:27
1321,Ouzeri Elian,36.47,01/15/2014 13:31
1874,Kalami Kafenion,26.17,01/15/2014 13:35
8411,Kalami Kafenion,37.15,01/15/2014 13:36
5407,Kalami Kafenion,38.5,01/15/2014 13:37
9405,Hippokampos,8.75,01/15/2014 13:39
2463,Gelatogalore,9.61,01/15/2014 13:39
5368,Ouzeri Elian,25.7,01/15/2014 13:40
2540,Hippokampos,82.61,01/15/2014 13:41
7354,Guy's Gyros,49.34,01/15/2014 13:41
1877,Hippokampos,32.4,01/15/2014 13:42
7108,Ouzeri Elian,22.86,01/15/2014 13:42
2142,Guy's Gyros,15.89,01/15/2014 13:44
9635,Abila Zacharo,88.83,01/15/2014 13:45
6895,Kalami Kafenion,47.86,01/15/2014 13:45
6691,Guy's Gyros,12.19,01/15/2014 13:45
7117,Gelatogalore,24.96,01/15/2014 13:46
8202,Guy's Gyros,16.58,01/15/2014 13:46
7384,Abila Zacharo,20.44,01/15/2014 13:47
8129,Ouzeri Elian,26.61,01/15/2014 13:51
3853,Gelatogalore,31.21,01/15/2014 13:55
7819,Gelatogalore,39.4,01/15/2014 13:58
3547,Abila Zacharo,33.8,01/15/2014 13:58
2681,Gelatogalore,42.36,01/15/2014 13:59
9617,Guy's Gyros,25.58,01/15/2014 14:00
1310,Katerina's Cafe,12.12,01/15/2014 14:00
4434,Hippokampos,118.23,01/15/2014 14:02
3492,Abila Zacharo,24.53,01/15/2014 14:02
4948,Abila Zacharo,46.82,01/15/2014 14:04
4530,Kronos Pipe and Irrigation,2564,01/15/2014 14:12
6901,Kalami Kafenion,28.82,01/15/2014 14:13
7792,Carlyle Chemical Inc.,1112.04,01/15/2014 14:25
4530,Maximum Iron and Steel,4788.22,01/15/2014 15:11
8642,Abila Airport,875.87,01/15/2014 15:40
7792,Carlyle Chemical Inc.,1392.73,01/15/2014 17:01
9241,Ouzeri Elian,28.86,01/15/2014 19:18
3492,Katerina's Cafe,39.23,01/15/2014 19:50
2540,Frydos Autosupply n' More,18.91,01/15/2014 19:52
3484,Guy's Gyros,98.04,01/15/2014 19:53
1415,Hippokampos,13.02,01/15/2014 19:55
4434,Guy's Gyros,31.04,01/15/2014 19:55
7819,General Grocer,126.2,01/15/2014 19:56
8129,Katerina's Cafe,25.08,01/15/2014 19:59
2142,Katerina's Cafe,29.84,01/15/2014 20:00
7354,Guy's Gyros,28.75,01/15/2014 20:02
9683,Frydos Autosupply n' More,235.27,01/15/2014 20:04
9617,Katerina's Cafe,11.45,01/15/2014 20:05
5368,Guy's Gyros,44.91,01/15/2014 20:06
6816,Guy's Gyros,36.35,01/15/2014 20:08
9635,Hippokampos,35.12,01/15/2014 20:10
8332,Shoppers' Delight,162,01/15/2014 20:10
7688,Hippokampos,11.8,01/15/2014 20:16
8411,Katerina's Cafe,29.33,01/15/2014 20:17
1321,Hippokampos,10.35,01/15/2014 20:23
1310,Katerina's Cafe,39.63,01/15/2014 20:23
1877,Hippokampos,16.37,01/15/2014 20:24
8202,Katerina's Cafe,61.61,01/15/2014 20:26
6899,Ouzeri Elian,23.18,01/15/2014 20:29
2418,Katerina's Cafe,29.66,01/15/2014 20:29
1874,Frydos Autosupply n' More,18.66,01/15/2014 20:33
7117,Albert's Fine Clothing,228.15,01/15/2014 20:46
4948,Frydos Autosupply n' More,276.88,01/15/2014 20:57
3853,Guy's Gyros,61.43,01/15/2014 20:59
7253,Katerina's Cafe,13.77,01/15/2014 21:05
1286,Guy's Gyros,27.01,01/15/2014 21:05
2681,Ouzeri Elian,8.57,01/15/2014 21:05
6895,Hippokampos,101.14,01/15/2014 21:08
3547,Katerina's Cafe,27.48,01/15/2014 21:21
8156,Hippokampos,37.16,01/15/2014 21:42
7108,Kronos Mart,298.83,01/16/2014 07:30
5368,Brew've Been Served,25.05,01/16/2014 07:33
7354,Brew've Been Served,8.18,01/16/2014 07:34
3484,Brew've Been Served,19.9,01/16/2014 07:36
3547,Coffee Cameleon,67.19,01/16/2014 07:38
7889,Hallowed Grounds,13.84,01/16/2014 07:44
7108,Hallowed Grounds,18.2,01/16/2014 07:44
3492,Hallowed Grounds,17.74,01/16/2014 07:44
8129,Hallowed Grounds,17.92,01/16/2014 07:45
7384,Brew've Been Served,7.31,01/16/2014 07:50
9617,Hallowed Grounds,44.98,01/16/2014 07:51
1310,Hallowed Grounds,9.6,01/16/2014 07:51
1286,Brew've Been Served,12.67,01/16/2014 07:52
4795,Brew've Been Served,4.7,01/16/2014 07:53
4948,Brew've Been Served,83.84,01/16/2014 07:54
1874,Hallowed Grounds,7.22,01/16/2014 07:54
6816,Brew've Been Served,12.83,01/16/2014 07:55
9683,Brew've Been Served,4.33,01/16/2014 07:56
3853,Brew've Been Served,5.82,01/16/2014 08:02
2418,Coffee Cameleon,63.14,01/16/2014 08:03
9405,Hallowed Grounds,72.61,01/16/2014 08:03
6901,Brew've Been Served,16.67,01/16/2014 08:03
9551,Hallowed Grounds,12.19,01/16/2014 08:05
6691,Hallowed Grounds,18.23,01/16/2014 08:07
8202,Brew've Been Served,90.33,01/16/2014 08:08
4434,Brew've Been Served,17.44,01/16/2014 08:09
2681,Hallowed Grounds,4.6,01/16/2014 08:09
7819,Brew've Been Served,16.9,01/16/2014 08:19
8411,Brew've Been Served,11.21,01/16/2014 08:23
3506,Abila Airport,1676.53,01/16/2014 09:18
7792,Carlyle Chemical Inc.,419.93,01/16/2014 09:52
9735,Nationwide Refinery,1494.44,01/16/2014 10:16
3506,Stewart and Sons Fabrication,940.3,01/16/2014 11:06
7792,Nationwide Refinery,4742.67,01/16/2014 11:25
9735,Stewart and Sons Fabrication,4543.31,01/16/2014 11:45
7117,Coffee Shack,10.48,01/16/2014 12:00
1415,Bean There Done That,19.82,01/16/2014 12:00
9635,Bean There Done That,12.33,01/16/2014 12:00
7688,Brewed Awakenings,17.91,01/16/2014 12:00
6899,Jack's Magical Beans,9.12,01/16/2014 12:00
2540,Brewed Awakenings,6.53,01/16/2014 12:00
1877,Bean There Done That,5.56,01/16/2014 12:00
8332,Brewed Awakenings,6.39,01/16/2014 12:00
1321,Bean There Done That,98.34,01/16/2014 12:00
6895,Bean There Done That,17.4,01/16/2014 12:00
9241,Jack's Magical Beans,14.86,01/16/2014 12:00
8156,Jack's Magical Beans,12.56,01/16/2014 12:00
2463,Jack's Magical Beans,6.95,01/16/2014 12:00
3506,Nationwide Refinery,2047.28,01/16/2014 12:32
8642,Abila Airport,3917.3,01/16/2014 12:40
9683,Katerina's Cafe,11.08,01/16/2014 13:17
7688,Katerina's Cafe,27.82,01/16/2014 13:19
8332,Hippokampos,17.66,01/16/2014 13:19
1286,Abila Zacharo,64.71,01/16/2014 13:22
2276,Abila Airport,3138.98,01/16/2014 13:22
8156,Hippokampos,26.15,01/16/2014 13:22
7889,Guy's Gyros,31.48,01/16/2014 13:23
7792,Katerina's Cafe,34.9,01/16/2014 13:23
6899,Hippokampos,36.17,01/16/2014 13:26
3484,Katerina's Cafe,34.02,01/16/2014 13:27
5407,Katerina's Cafe,39.74,01/16/2014 13:27
3547,Abila Zacharo,31.31,01/16/2014 13:27
9551,Guy's Gyros,10.27,01/16/2014 13:28
7253,Hippokampos,16.53,01/16/2014 13:30
2540,Hippokampos,10.38,01/16/2014 13:30
2463,Gelatogalore,12.33,01/16/2014 13:33
6691,Hippokampos,13.05,01/16/2014 13:35
1415,Hippokampos,31.14,01/16/2014 13:36
9405,Gelatogalore,22.19,01/16/2014 13:37
4795,Abila Zacharo,69.27,01/16/2014 13:39
7819,Guy's Gyros,29.7,01/16/2014 13:42
1321,Hippokampos,14.89,01/16/2014 13:43
5368,Katerina's Cafe,38.32,01/16/2014 13:43
6816,Guy's Gyros,13.48,01/16/2014 13:44
7354,Hippokampos,18.18,01/16/2014 13:44
3853,Ouzeri Elian,12.47,01/16/2014 13:45
8202,Kalami Kafenion,9.27,01/16/2014 13:45
2142,Ouzeri Elian,18.27,01/16/2014 13:45
7108,Abila Zacharo,36.02,01/16/2014 13:47
9635,Kalami Kafenion,91.38,01/16/2014 13:48
4948,Abila Zacharo,24.38,01/16/2014 13:48
1874,Gelatogalore,32.4,01/16/2014 13:48
9617,Hippokampos,29.93,01/16/2014 13:48
3492,Kalami Kafenion,11.83,01/16/2014 13:48
7384,Kalami Kafenion,8.86,01/16/2014 13:49
1310,Hippokampos,8.07,01/16/2014 13:54
8411,Hippokampos,30.02,01/16/2014 13:55
6901,Abila Zacharo,8.43,01/16/2014 13:55
2418,Ouzeri Elian,8.52,01/16/2014 14:00
7117,Ouzeri Elian,8.47,01/16/2014 14:01
1877,Guy's Gyros,32.8,01/16/2014 14:05
5368,Octavio's Office Supplies,131.01,01/16/2014 15:58
2276,Abila Scrapyard,1897.05,01/16/2014 16:56
4434,Gelatogalore,10.62,01/16/2014 17:07
7792,Carlyle Chemical Inc.,1814.24,01/16/2014 17:17
8411,Katerina's Cafe,93.68,01/16/2014 18:49
7384,Guy's Gyros,25.57,01/16/2014 19:04
3484,Guy's Gyros,8.31,01/16/2014 19:09
7889,Katerina's Cafe,10.93,01/16/2014 19:39
4795,Guy's Gyros,37.8,01/16/2014 19:40
1874,Frydos Autosupply n' More,53.37,01/16/2014 19:45
3547,Katerina's Cafe,34.34,01/16/2014 19:47
5407,Katerina's Cafe,69.3,01/16/2014 20:05
7117,Albert's Fine Clothing,283.38,01/16/2014 20:08
8129,Katerina's Cafe,18.79,01/16/2014 20:09
6901,Guy's Gyros,28.27,01/16/2014 20:09
1321,Hippokampos,29.13,01/16/2014 20:13
9683,Guy's Gyros,111.31,01/16/2014 20:14
3853,Guy's Gyros,25.78,01/16/2014 20:17
6816,Guy's Gyros,30.76,01/16/2014 20:17
9617,Katerina's Cafe,13.91,01/16/2014 20:23
6899,Ouzeri Elian,23.89,01/16/2014 20:25
7819,Albert's Fine Clothing,91.71,01/16/2014 20:25
2418,Katerina's Cafe,35.43,01/16/2014 20:25
4434,Roberts and Sons,155.76,01/16/2014 20:25
2681,Ouzeri Elian,22.65,01/16/2014 20:25
9551,Ouzeri Elian,9.91,01/16/2014 20:28
9405,Katerina's Cafe,30.84,01/16/2014 20:28
7108,Guy's Gyros,11.31,01/16/2014 20:35
2142,Katerina's Cafe,19.44,01/16/2014 20:36
8202,Katerina's Cafe,30.56,01/16/2014 20:39
6895,Hippokampos,114,01/16/2014 20:42
2463,Hippokampos,27.74,01/16/2014 20:43
1877,Shoppers' Delight,160.69,01/16/2014 20:45
1286,Shoppers' Delight,16.84,01/16/2014 20:50
3492,Katerina's Cafe,34.58,01/16/2014 20:51
7354,Roberts and Sons,240.66,01/16/2014 20:52
4948,Frydos Autosupply n' More,130.01,01/16/2014 20:54
8332,Hippokampos,12.47,01/16/2014 20:58
7688,Hippokampos,20.84,01/16/2014 21:13
9241,Ouzeri Elian,29.99,01/16/2014 21:16
7384,Brew've Been Served,52.56,01/17/2014 07:29
1310,Hallowed Grounds,3.25,01/17/2014 07:31
7889,Hallowed Grounds,14.58,01/17/2014 07:33
5368,Brew've Been Served,11.69,01/17/2014 07:36
3547,Coffee Cameleon,10.27,01/17/2014 07:38
9617,Hallowed Grounds,15.98,01/17/2014 07:39
8129,Hallowed Grounds,10.52,01/17/2014 07:41
4948,Brew've Been Served,8.07,01/17/2014 07:50
7253,Coffee Cameleon,6.81,01/17/2014 07:51
1874,Hallowed Grounds,18.6,01/17/2014 07:52
6816,Coffee Cameleon,9.16,01/17/2014 07:52
5010,Hallowed Grounds,9.72,01/17/2014 07:56
7354,Brew've Been Served,10.52,01/17/2014 07:57
6691,Hallowed Grounds,5.52,01/17/2014 07:59
4795,Brew've Been Served,19.39,01/17/2014 07:59
3484,Brew've Been Served,13.66,01/17/2014 08:03
3492,Hallowed Grounds,38.22,01/17/2014 08:03
9551,Hallowed Grounds,9.4,01/17/2014 08:04
9405,Brew've Been Served,16.62,01/17/2014 08:04
2418,Coffee Cameleon,7.49,01/17/2014 08:07
1415,Kronos Mart,286.24,01/17/2014 08:08
8202,Brew've Been Served,9.3,01/17/2014 08:09
5407,Brew've Been Served,18.15,01/17/2014 08:12
2681,Hallowed Grounds,6.39,01/17/2014 08:12
4434,Coffee Cameleon,14.99,01/17/2014 08:13
3853,Brew've Been Served,3.09,01/17/2014 08:15
6901,Brew've Been Served,5.29,01/17/2014 08:17
8411,Brew've Been Served,14.58,01/17/2014 08:19
7819,Brew've Been Served,15.46,01/17/2014 08:22
1286,Brew've Been Served,51.04,01/17/2014 08:23
9735,Stewart and Sons Fabrication,1753.17,01/17/2014 11:32
7117,Coffee Shack,19.16,01/17/2014 12:00
1415,Bean There Done That,19.67,01/17/2014 12:00
9635,Bean There Done That,8.21,01/17/2014 12:00
7688,Brewed Awakenings,8.16,01/17/2014 12:00
6899,Jack's Magical Beans,7.57,01/17/2014 12:00
2540,Brewed Awakenings,88.69,01/17/2014 12:00
1877,Bean There Done That,19.56,01/17/2014 12:00
8332,Brewed Awakenings,6,01/17/2014 12:00
1321,Bean There Done That,18.72,01/17/2014 12:00
6895,Bean There Done That,5.77,01/17/2014 12:00
9241,Jack's Magical Beans,19.11,01/17/2014 12:00
8332,Abila Zacharo,68.78,01/17/2014 13:11
7253,Kalami Kafenion,140.78,01/17/2014 13:16
2418,Hippokampos,38.21,01/17/2014 13:16
8156,Gelatogalore,15.84,01/17/2014 13:17
7688,Guy's Gyros,8.64,01/17/2014 13:18
3484,Guy's Gyros,22.18,01/17/2014 13:21
4795,Hippokampos,14.57,01/17/2014 13:27
5010,Abila Zacharo,15.95,01/17/2014 13:28
6816,Hippokampos,15.77,01/17/2014 13:31
9635,Gelatogalore,23.23,01/17/2014 13:33
2463,Kalami Kafenion,105.32,01/17/2014 13:37
1415,Ouzeri Elian,14.01,01/17/2014 13:38
3853,Guy's Gyros,39.14,01/17/2014 13:38
1286,Hippokampos,52.31,01/17/2014 13:38
5407,Kalami Kafenion,39.43,01/17/2014 13:38
9405,Kalami Kafenion,27.7,01/17/2014 13:39
1310,Gelatogalore,37.3,01/17/2014 13:40
2142,Abila Zacharo,14.51,01/17/2014 13:41
3547,Katerina's Cafe,21.01,01/17/2014 13:42
7354,Abila Zacharo,79.67,01/17/2014 13:45
2681,Gelatogalore,18.1,01/17/2014 13:47
1321,Katerina's Cafe,13.11,01/17/2014 13:48
9683,Chostus Hotel,114.22,01/17/2014 13:49
1874,Kalami Kafenion,20.02,01/17/2014 13:51
7819,Gelatogalore,34.59,01/17/2014 13:51
9617,Hippokampos,108.35,01/17/2014 13:52
8411,Kalami Kafenion,24.21,01/17/2014 13:53
4434,Katerina's Cafe,35.52,01/17/2014 13:53
2540,Chostus Hotel,159.62,01/17/2014 13:54
6901,Guy's Gyros,32.31,01/17/2014 13:55
3492,Gelatogalore,21.62,01/17/2014 13:57
1877,Hippokampos,21.81,01/17/2014 13:58
7108,Kalami Kafenion,27.73,01/17/2014 13:58
8202,Guy's Gyros,15.12,01/17/2014 14:00
7117,Guy's Gyros,21.1,01/17/2014 14:05
5368,Abila Zacharo,51.95,01/17/2014 14:06
4948,Katerina's Cafe,70.72,01/17/2014 14:15
8129,Ouzeri Elian,26.1,01/17/2014 14:32
3492,Katerina's Cafe,22.18,01/17/2014 19:24
6816,Guy's Gyros,19.68,01/17/2014 19:29
7117,Hippokampos,19.76,01/17/2014 19:40
6899,Ouzeri Elian,38.6,01/17/2014 19:40
1321,Albert's Fine Clothing,1239.41,01/17/2014 19:44
6901,Guy's Gyros,16.83,01/17/2014 19:46
4795,Guy's Gyros,35.1,01/17/2014 19:53
8129,Katerina's Cafe,34.93,01/17/2014 19:57
4948,Frydos Autosupply n' More,124.52,01/17/2014 19:57
2540,Hippokampos,8.92,01/17/2014 20:03
7384,Shoppers' Delight,155.01,01/17/2014 20:05
1310,Katerina's Cafe,21.22,01/17/2014 20:07
9241,Ouzeri Elian,70.21,01/17/2014 20:07
3484,Guy's Gyros,37.55,01/17/2014 20:16
8202,Katerina's Cafe,36.12,01/17/2014 20:19
7253,Katerina's Cafe,19.09,01/17/2014 20:20
7819,Guy's Gyros,8.31,01/17/2014 20:21
1286,Shoppers' Delight,289.33,01/17/2014 20:21
3853,Guy's Gyros,8.54,01/17/2014 20:24
7889,Katerina's Cafe,72.13,01/17/2014 20:24
9551,Ouzeri Elian,35.81,01/17/2014 20:28
2681,Ouzeri Elian,26.4,01/17/2014 20:35
7108,General Grocer,98.03,01/17/2014 20:41
7354,Frydos Autosupply n' More,260.08,01/17/2014 20:41
7688,Hippokampos,11.93,01/17/2014 20:54
2142,Katerina's Cafe,38.21,01/17/2014 20:58
9683,Guy's Gyros,29.71,01/17/2014 20:59
5407,Katerina's Cafe,33.73,01/17/2014 21:05
9405,Katerina's Cafe,27.49,01/17/2014 21:06
4434,Guy's Gyros,55.4,01/17/2014 21:07
5368,Frydos Autosupply n' More,67.29,01/17/2014 21:15
2463,Hippokampos,38.19,01/17/2014 21:29
9635,Hippokampos,12.86,01/17/2014 21:58
5010,Chostus Hotel,600,01/18/2014 12:03
8156,Abila Zacharo,111.93,01/18/2014 13:04
2540,Abila Zacharo,25.59,01/18/2014 13:05
6691,Katerina's Cafe,34.54,01/18/2014 13:15
6895,Ouzeri Elian,33.57,01/18/2014 13:18
5368,Kalami Kafenion,30.12,01/18/2014 13:19
1877,Hippokampos,100.11,01/18/2014 13:21
7253,Abila Zacharo,18.45,01/18/2014 13:25
7384,Guy's Gyros,55.21,01/18/2014 13:27
1874,Guy's Gyros,27.4,01/18/2014 13:28
2463,Kalami Kafenion,38.91,01/18/2014 13:28
9551,Abila Zacharo,16.59,01/18/2014 13:32
3484,Katerina's Cafe,19.3,01/18/2014 13:34
3547,Ouzeri Elian,25.75,01/18/2014 13:34
1321,Kalami Kafenion,24.14,01/18/2014 13:58
2681,Gelatogalore,84.38,01/18/2014 13:58
8411,Katerina's Cafe,37.26,01/18/2014 14:00
8202,Kalami Kafenion,42.73,01/18/2014 14:02
7688,Katerina's Cafe,96.36,01/18/2014 14:03
9617,Guy's Gyros,47.89,01/18/2014 14:05
7819,Katerina's Cafe,24.14,01/18/2014 14:06
6901,Kalami Kafenion,53.36,01/18/2014 14:17
1286,Ahaggo Museum,55.55,01/18/2014 14:51
7384,Ahaggo Museum,120.2,01/18/2014 14:55
6895,Albert's Fine Clothing,35.66,01/18/2014 15:20
5368,Frydos Autosupply n' More,103.41,01/18/2014 15:31
3547,General Grocer,477.6,01/18/2014 15:31
1874,Frydos Autosupply n' More,361.54,01/18/2014 15:32
8156,Shoppers' Delight,258.33,01/18/2014 15:40
7253,Roberts and Sons,62.47,01/18/2014 15:41
1877,Frydos Autosupply n' More,103.55,01/18/2014 15:51
2463,Frydos Autosupply n' More,120.67,01/18/2014 15:53
6691,Albert's Fine Clothing,189.52,01/18/2014 15:57
9635,Frank's Fuel,52.66,01/18/2014 18:39
5407,Frydos Autosupply n' More,234.53,01/18/2014 18:51
8156,Albert's Fine Clothing,226.49,01/18/2014 18:59
3484,Guy's Gyros,39.68,01/18/2014 19:08
8129,Katerina's Cafe,21.63,01/18/2014 19:17
9617,Roberts and Sons,266.69,01/18/2014 19:20
6899,Ouzeri Elian,57.63,01/18/2014 19:21
1321,Hippokampos,21.34,01/18/2014 19:21
5368,Guy's Gyros,28.07,01/18/2014 19:21
9551,Ouzeri Elian,61.56,01/18/2014 19:26
7889,Katerina's Cafe,8.14,01/18/2014 19:30
1874,Katerina's Cafe,22.74,01/18/2014 19:31
4434,Katerina's Cafe,33.41,01/18/2014 19:32
6895,Hippokampos,27.21,01/18/2014 19:35
6691,Katerina's Cafe,35.79,01/18/2014 19:36
4795,Abila Zacharo,21.29,01/18/2014 19:36
2463,Hippokampos,53.21,01/18/2014 19:36
9635,Kalami Kafenion,71.14,01/18/2014 19:39
6816,Guy's Gyros,78.36,01/18/2014 19:39
8332,Hippokampos,63.21,01/18/2014 19:42
7688,Roberts and Sons,125.35,01/18/2014 19:46
8202,Katerina's Cafe,11.19,01/18/2014 19:46
2681,Ouzeri Elian,14.9,01/18/2014 19:46
4948,Katerina's Cafe,16.48,01/18/2014 19:47
3547,Katerina's Cafe,76.1,01/18/2014 19:53
1310,Katerina's Cafe,33.63,01/18/2014 19:54
2418,Katerina's Cafe,32.68,01/18/2014 19:56
1286,Hippokampos,49.21,01/18/2014 20:01
9405,Katerina's Cafe,17.37,01/18/2014 20:01
8411,Katerina's Cafe,45.88,01/18/2014 20:04
6901,General Grocer,108.49,01/18/2014 20:07
7354,Katerina's Cafe,19.31,01/18/2014 20:09
1415,Hippokampos,72.5,01/18/2014 20:11
3853,Katerina's Cafe,9.72,01/18/2014 20:13
7819,Katerina's Cafe,37.21,01/18/2014 20:15
1877,Hippokampos,29.21,01/18/2014 20:23
7117,Hippokampos,55.03,01/18/2014 20:26
3484,Kronos Mart,87.66,01/19/2014 03:13
9551,Kronos Mart,194.51,01/19/2014 03:45
8332,Kronos Mart,150.36,01/19/2014 03:48
8156,Desafio Golf Course,150.07,01/19/2014 12:41
7688,Desafio Golf Course,145.72,01/19/2014 12:57
7354,Katerina's Cafe,35.01,01/19/2014 13:00
6895,Gelatogalore,22.36,01/19/2014 13:09
4795,Katerina's Cafe,70.22,01/19/2014 13:23
9241,Ahaggo Museum,26.91,01/19/2014 13:26
3484,Ouzeri Elian,23.65,01/19/2014 13:27
2142,Hippokampos,64.37,01/19/2014 13:33
8332,Desafio Golf Course,190.91,01/19/2014 13:51
4434,Katerina's Cafe,26.76,01/19/2014 13:53
1310,Katerina's Cafe,12.78,01/19/2014 14:01
7384,Ouzeri Elian,45.32,01/19/2014 14:08
3492,Katerina's Cafe,54.2,01/19/2014 14:20
6901,Abila Zacharo,47.8,01/19/2014 14:20
6895,General Grocer,70.22,01/19/2014 15:03
2463,Desafio Golf Course,110.02,01/19/2014 15:15
3484,Frydos Autosupply n' More,56.09,01/19/2014 15:26
2142,Albert's Fine Clothing,274.66,01/19/2014 15:39
5010,Desafio Golf Course,148.22,01/19/2014 15:46
4795,Frydos Autosupply n' More,209.76,01/19/2014 15:53
3547,Katerina's Cafe,72.25,01/19/2014 18:54
9635,Hippokampos,101.25,01/19/2014 19:43
8332,Hippokampos,48.23,01/19/2014 19:43
1321,Hippokampos,88.27,01/19/2014 19:44
6895,Hippokampos,46.32,01/19/2014 19:44
7384,Guy's Gyros,65.21,01/19/2014 19:45
1286,Guy's Gyros,23.21,01/19/2014 19:45
3484,Guy's Gyros,58.35,01/19/2014 19:45
9405,Frydos Autosupply n' More,98.04,01/19/2014 19:45
5010,Guy's Gyros,25.79,01/19/2014 19:45
6899,Ouzeri Elian,67.98,01/19/2014 19:48
9551,Ouzeri Elian,32.77,01/19/2014 19:49
6816,Guy's Gyros,100.36,01/19/2014 19:49
7889,Katerina's Cafe,34.03,01/19/2014 19:53
2142,Shoppers' Delight,30.39,01/19/2014 19:56
2463,Hippokampos,63.17,01/19/2014 19:56
7354,Guy's Gyros,18.08,01/19/2014 20:00
2540,Albert's Fine Clothing,254.29,01/19/2014 20:02
1874,Katerina's Cafe,33.79,01/19/2014 20:05
7108,Guy's Gyros,36.87,01/19/2014 20:14
1415,Hippokampos,78.96,01/19/2014 20:16
9683,Guy's Gyros,37.48,01/19/2014 20:16
9617,Katerina's Cafe,38.9,01/19/2014 20:22
3853,Guy's Gyros,20.94,01/19/2014 20:25
4434,Guy's Gyros,31.94,01/19/2014 20:30
6901,Guy's Gyros,39.6,01/19/2014 20:51
