loyaltynum,location,price,timestamp
L4424,Gelatogalore,32.4,01/16/2014
L4424,Hallowed Grounds,7.22,01/16/2014
L5259,Albert's Fine Clothing,91.71,01/16/2014
L5259,Brew've Been Served,16.9,01/16/2014
L5259,Guy's Gyros,29.7,01/16/2014
L3800,Brew've Been Served,7.31,01/16/2014
L3800,Guy's Gyros,25.57,01/16/2014
L3800,Kalami Kafenion,8.86,01/16/2014
L5553,Hallowed Grounds,4.98,01/16/2014
L5553,Hippokampos,29.93,01/16/2014
L5553,Katerina’s Café,13.91,01/16/2014
L3366,Bean There Done That,17.4,01/16/2014
L3366,Hippokampos,34,01/16/2014
L3366,Kalami Kafenion,26.32,01/16/2014
L8148,Brew've Been Served,12.83,01/16/2014
L8148,Guy's Gyros,13.48,01/16/2014
L8148,Guy's Gyros,30.76,01/16/2014
L7761,Abila Airport,1676.53,01/16/2014
L7761,Nationwide Refinery,2047.28,01/16/2014
L7761,Stewart and Sons Fabrication,860.3,01/16/2014
L3572,Brew've Been Served,12.67,01/16/2014
L3572,Shoppers' Delight,16.84,01/16/2014
L2490,Brew've Been Served,19.9,01/16/2014
L2490,Guy's Gyros,8.31,01/16/2014
L2490,Katerina’s Café,34.02,01/16/2014
L2769,Abila Airport,3917.3,01/16/2014
L2769,Abila Airport,3032.97,01/16/2014
L2169,Brew've Been Served,17.44,01/16/2014
L2169,Gelatogalore,10.62,01/16/2014
L2169,Roberts and Sons,155.76,01/16/2014
L5756,Carlyle Chemical Inc.,419.93,01/16/2014
L5756,Carlyle Chemical Inc.,1814.24,01/16/2014
L5756,Katerina’s Café,34.9,01/16/2014
L5756,Nationwide Refinery,4742.67,01/16/2014
L9633,Nationwide Refinery,1494.44,01/16/2014
L9633,Stewart and Sons Fabrication,4543.31,01/16/2014
L9637,Katerina’s Café,19.44,01/16/2014
L3288,Abila Zacharo,64.71,01/16/2014
L3288,Jack's Magical Beans,14.86,01/16/2014
L3288,Ouzeri Elian,29.99,01/16/2014
L7814,Hallowed Grounds,17.74,01/16/2014
L7814,Kalami Kafenion,11.83,01/16/2014
L7814,Katerina’s Café,34.58,01/16/2014
L3259,Gelatogalore,22.19,01/16/2014
L3259,Hallowed Grounds,12.61,01/16/2014
L3259,Katerina’s Café,10.84,01/16/2014
L9362,Abila Zacharo,31.31,01/16/2014
L9362,Coffee Cameleon,7.19,01/16/2014
L9362,Katerina’s Café,14.34,01/16/2014
L9363,Abila Zacharo,8.43,01/16/2014
L9363,Guy's Gyros,28.27,01/16/2014
L3317,Abila Scrapyard,1897.05,01/16/2014
L3317,Abila Airport,3138.98,01/16/2014
L5224,Jack's Magical Beans,12.56,01/16/2014
L7291,Guy's Gyros,31.31,01/16/2014
L7291,Katerina’s Café,11.08,01/16/2014
L8566,Brew've Been Served,4.7,01/16/2014
L8566,Guy's Gyros,37.8,01/16/2014
L9254,Brew've Been Served,8.18,01/16/2014
L9254,Hippokampos,18.18,01/16/2014
L9254,Roberts and Sons,240.66,01/16/2014
L6886,Gelatogalore,12.33,01/16/2014
L6886,Jack's Magical Beans,6.95,01/16/2014
L5777,Hallowed Grounds,9.4,01/17/2014
L5777,Ouzeri Elian,35.81,01/17/2014
L7783,Bean There Done That,19.67,01/17/2014
L3191,Bean There Done That,8.21,01/17/2014
L3191,Gelatogalore,23.23,01/17/2014
L3191,Hippokampos,12.86,01/17/2014
L4164,Brewed Awakenings,8.16,01/17/2014
L4164,Guy's Gyros,8.64,01/17/2014
L4164,Hippokampos,11.93,01/17/2014
L6267,Jack's Magical Beans,7.57,01/17/2014
L6267,Ouzeri Elian,38.6,01/17/2014
L1682,Coffee Cameleon,6.81,01/17/2014
L1682,Kalami Kafenion,140.78,01/17/2014
L1682,Katerina’s Café,19.09,01/17/2014
L1485,Brew've Been Served,3.09,01/17/2014
L1485,Guy's Gyros,39.14,01/17/2014
L1485,Guy's Gyros,8.54,01/17/2014
L5947,Brewed Awakenings,8.69,01/17/2014
L5947,Chostus Hotel,119.62,01/17/2014
L5947,Hippokampos,8.92,01/17/2014
L6119,Hallowed Grounds,14.58,01/17/2014
L6119,Katerina’s Café,32.13,01/17/2014
L3014,Bean There Done That,19.56,01/17/2014
L3014,Hippokampos,10.14,01/17/2014
L2070,Abila Zacharo,8.78,01/17/2014
L2070,Brewed Awakenings,6,01/17/2014
L2070,Hippokampos,14.93,01/17/2014
L4149,Albert's Fine Clothing,1239.41,01/17/2014
L4149,Bean There Done That,18.72,01/17/2014
L4149,Katerina’s Café,13.11,01/17/2014
L6544,General Grocer,78.03,01/17/2014
L6544,Kalami Kafenion,27.73,01/17/2014
L4424,Hallowed Grounds,18.6,01/17/2014
L4424,Kalami Kafenion,20.02,01/17/2014
L5259,Brew've Been Served,15.46,01/17/2014
L5259,Gelatogalore,34.59,01/17/2014
L5259,Guy's Gyros,8.31,01/17/2014
L3800,Brew've Been Served,12.56,01/17/2014
L3800,Shoppers' Delight,155.01,01/17/2014
L5553,Hallowed Grounds,15.98,01/17/2014
L5553,Hippokampos,28.35,01/17/2014
L3366,Abila Zacharo,21.21,01/17/2014
L3366,Bean There Done That,5.77,01/17/2014
L8148,Coffee Cameleon,9.16,01/17/2014
L8148,Guy's Gyros,19.68,01/17/2014
L8148,Hippokampos,15.77,01/17/2014
L3572,Brew've Been Served,11.04,01/17/2014
L3572,Shoppers' Delight,269.33,01/17/2014
L2490,Brew've Been Served,13.66,01/17/2014
L2490,Guy's Gyros,22.18,01/17/2014
L2490,Guy's Gyros,37.55,01/17/2014
L2169,Guy's Gyros,15.4,01/17/2014
L2169,Katerina’s Café,35.52,01/17/2014
L9633,Stewart and Sons Fabrication,1753.17,01/17/2014
L9637,Abila Zacharo,14.51,01/17/2014
L9637,Coffee Cameleon,14.57,01/17/2014
L9637,Katerina’s Café,38.21,01/17/2014
L8012,Hallowed Grounds,3.25,01/17/2014
L8012,Katerina’s Café,21.22,01/17/2014
L3288,Hippokampos,52.31,01/17/2014
L3288,Jack's Magical Beans,19.11,01/17/2014
L3288,Ouzeri Elian,10.21,01/17/2014
L7814,Gelatogalore,21.62,01/17/2014
L7814,Hallowed Grounds,18.22,01/17/2014
L7814,Katerina’s Café,22.18,01/17/2014
L3259,Brew've Been Served,16.62,01/17/2014
L3259,Katerina’s Café,27.49,01/17/2014
L9362,Coffee Cameleon,10.27,01/17/2014
L9362,Katerina’s Café,21.01,01/17/2014
L9363,Brew've Been Served,5.29,01/17/2014
L9363,Guy's Gyros,16.83,01/17/2014
L2459,Abila Zacharo,15.95,01/17/2014
L2459,Hallowed Grounds,9.72,01/17/2014
L5224,Gelatogalore,15.84,01/17/2014
L7291,Brew've Been Served,12.3,01/17/2014
L7291,Chostus Hotel,114.22,01/17/2014
L7291,Guy's Gyros,29.71,01/17/2014
L8566,Brew've Been Served,19.39,01/17/2014
L8566,Guy's Gyros,35.1,01/17/2014
L8566,Hippokampos,14.57,01/17/2014
L9254,Abila Zacharo,39.67,01/17/2014
L9254,Brew've Been Served,10.52,01/17/2014
L6886,Hippokampos,38.19,01/17/2014
L6886,Kalami Kafenion,25.32,01/17/2014
L5777,Abila Zacharo,16.59,01/18/2014
L5777,Kronos Mart,194.51,01/18/2014
L5777,Ouzeri Elian,21.56,01/18/2014
L7783,Hippokampos,72.5,01/18/2014
L3191,Frank's Fuel,52.66,01/18/2014
L3191,Kalami Kafenion,11.14,01/18/2014
L4164,Katerina’s Café,96.36,01/18/2014
L6267,Ouzeri Elian,57.63,01/18/2014
L1682,Abila Zacharo,18.45,01/18/2014
L1682,Roberts and Sons,62.47,01/18/2014
L1485,Kalami Kafenion,10.48,01/18/2014
L1485,Katerina’s Café,9.72,01/18/2014
L5947,Abila Zacharo,73.25,01/18/2014
L5947,Roberts and Sons,239.65,01/18/2014
L6119,Katerina’s Café,8.14,01/18/2014
L3014,Frydos Autosupply n' More,103.55,01/18/2014
L3014,Hippokampos,20.11,01/18/2014
L2070,Hippokampos,63.21,01/18/2014
L2070,Kalami Kafenion,42.36,01/18/2014
L2070,Kronos Mart,150.36,01/18/2014
L4149,Kalami Kafenion,24.14,01/18/2014
L4424,Frydos Autosupply n' More,281.54,01/18/2014
L4424,Guy's Gyros,27.4,01/18/2014
L4424,Katerina’s Café,22.74,01/18/2014
L5259,Katerina’s Café,37.21,01/18/2014
L3800,Ahaggo Museum,120.2,01/18/2014
L3800,Guy's Gyros,31.48,01/18/2014
L5553,Guy's Gyros,47.89,01/18/2014
L5553,Roberts and Sons,266.69,01/18/2014
L3366,Albert's Fine Clothing,35.66,01/18/2014
L3366,Hippokampos,27.21,01/18/2014
L3366,Ouzeri Elian,33.57,01/18/2014
L2490,Guy's Gyros,39.68,01/18/2014
L2490,Katerina’s Café,19.3,01/18/2014
L2490,Kronos Mart,87.66,01/18/2014
L2169,Katerina’s Café,33.41,01/18/2014
L8012,Katerina’s Café,33.63,01/18/2014
L3288,Ahaggo Museum,55.55,01/18/2014
L3288,Hippokampos,49.21,01/18/2014
L9362,General Grocer,477.6,01/18/2014
L9362,Katerina’s Café,76.1,01/18/2014
L9362,Ouzeri Elian,53.36,01/18/2014
L9363,General Grocer,108.49,01/18/2014
L9363,Kalami Kafenion,53.36,01/18/2014
L2459,Chostus Hotel,600,01/18/2014
L2459,Katerina’s Café,14.22,01/18/2014
L5224,Abila Zacharo,111.93,01/18/2014
L5224,Albert's Fine Clothing,226.49,01/18/2014
L5224,Shoppers' Delight,258.33,01/18/2014
L8566,Abila Zacharo,21.29,01/18/2014
L9254,Katerina’s Café,19.31,01/18/2014
L6886,Frydos Autosupply n' More,120.67,01/18/2014
L6886,Hippokampos,53.21,01/18/2014
L6886,Kalami Kafenion,38.91,01/18/2014
L7783,Hippokampos,78.96,01/19/2014
L3191,Hippokampos,101.25,01/19/2014
L4164,Desafio Golf Course,145.72,01/19/2014
L6267,Ouzeri Elian,67.98,01/19/2014
L1485,Guy's Gyros,20.94,01/19/2014
L5947,Albert's Fine Clothing,254.29,01/19/2014
L6119,Katerina’s Café,34.03,01/19/2014
L3014,Hippokampos,11.56,01/19/2014
L2070,Desafio Golf Course,190.91,01/19/2014
L2070,Hippokampos,48.23,01/19/2014
L6544,Guy's Gyros,36.87,01/19/2014
L4424,Katerina’s Café,33.79,01/19/2014
L3800,Guy's Gyros,65.21,01/19/2014
L3800,Ouzeri Elian,45.32,01/19/2014
L5553,Katerina’s Café,38.9,01/19/2014
L3366,Gelatogalore,22.36,01/19/2014
L3366,General Grocer,70.22,01/19/2014
L3366,Hippokampos,46.32,01/19/2014
L8148,Guy's Gyros,40.36,01/19/2014
L2490,Frydos Autosupply n' More,56.09,01/19/2014
L2490,Guy's Gyros,58.35,01/19/2014
L2490,Ouzeri Elian,23.65,01/19/2014
L2169,Guy's Gyros,31.94,01/19/2014
L2169,Katerina’s Café,26.76,01/19/2014
L9637,Albert's Fine Clothing,274.66,01/19/2014
L9637,Shoppers' Delight,30.39,01/19/2014
L3288,Ahaggo Museum,26.91,01/19/2014
L3288,Guy's Gyros,23.21,01/19/2014
L3259,Frydos Autosupply n' More,98.04,01/19/2014
L9362,Katerina’s Café,12.25,01/19/2014
L9363,Abila Zacharo,47.8,01/19/2014
L9363,Guy's Gyros,39.6,01/19/2014
L2459,Desafio Golf Course,148.22,01/19/2014
L2459,Guy's Gyros,25.79,01/19/2014
L5224,Desafio Golf Course,150.07,01/19/2014
L5224,Hippokampos,45.32,01/19/2014
L7291,Guy's Gyros,37.48,01/19/2014
L8566,Frydos Autosupply n' More,209.76,01/19/2014
L8566,Katerina’s Café,70.22,01/19/2014
L9254,Guy's Gyros,18.08,01/19/2014
L9254,Katerina’s Café,35.01,01/19/2014
L6886,Desafio Golf Course,110.02,01/19/2014
L6886,Hippokampos,63.17,01/19/2014
